X,Y,OBJECTID,BearID,ReportDate,RelDate,Region,BMU,County,Locale,City,ZipCode,Latitude,Longitude,CapReason,OCapReason,NCapReason,CapMethod,OrigCap,FinAction,OFinAction,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
638619.0724,586880.8756,15032,Bear-0000022002,2023/11/22 00:00:00+00,2023/11/24 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.267013,-81.540147,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Unknown,Cub,90,0, ,0, , , , , , , ,
333695.3413,647385.9363,15033,Bear-0000021991,2023/11/21 00:00:00+00,2023/11/23 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.831731,-84.6870743,Non-target, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0,0,0, , , , , , , ,
333695.3413,647385.9363,15034,Bear-0000022028,2023/11/21 00:00:00+00,2023/11/23 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.831731,-84.6870743,Non-target, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Juvenile,100,0, ,0, , , , , , , ,
322180.442400001,681169.5203,15035,Bear-0000021988,2023/11/21 00:00:00+00,2023/11/22 00:00:00+00,Northwest,East Panhandle,Liberty, ,Carrabelle,32322,30.1354314,-84.8086887,Non-target, , ,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,200,0,0,0, , , , , , , ,
322180.442400001,681169.5203,15036,Bear-0000021997,2023/11/21 00:00:00+00,2023/11/27 00:00:00+00,Northwest,East Panhandle,Liberty, ,Eastpoint,32328,30.1354314,-84.8086887,Conflict, ,Injured Animal,Cambrian,Yes,Released Off-Site without Workup, ,Unknown,Adult,0,0, ,0, , , , , , , ,
333695.3413,647385.9363,15037,Bear-0000021990,2023/11/21 00:00:00+00,2023/11/23 00:00:00+00,Northwest,East Panhandle,Franklin, ,Carrabelle,32322,29.831731,-84.6870743,Non-target, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0,0,0, , , , , , , ,
625976.858600002,562591.8954,15038,Bear-0000021963,2023/11/20 00:00:00+00,2023/11/22 00:00:00+00,Northeast,Central,Marion,Mt. Plymouth,Sorrento,32776,29.05053,-81.67516,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,300,0,0,0, , , , , , , ,
672021.029399998,279526.469,15039,Bear-0000022043,2023/11/14 00:00:00+00,2023/11/17 00:00:00+00,South,South,Hendry, ,NAPLES,34114,26.493412,-81.266156,Conflict, ,Injured Animal,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,460,0, ,0, , , , , , , ,
613413.634199999,562219.4376,15040,Bear-0000022154,2023/11/14 00:00:00+00,2023/11/24 00:00:00+00,Northeast,Central,Marion, ,KEYSTONE HEIGHTS,32656,29.04925,-81.80445,Sick/Injured, , ,Cambrian,Yes,Released Off-Site with Workup, ,Female,Adult,140,0, ,0, , , , , , , ,
322180.442400001,681169.5203,15041,Bear-0000021870,2023/11/03 00:00:00+00,2023/11/09 00:00:00+00,Northwest,East Panhandle,Liberty, ,CARRABELLE,32322,30.1354314,-84.8086887,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Juvenile,125,0,0,0, , , , , , , ,
629025.949000001,573021.2491,15042,Bear-0000021887,2023/11/03 00:00:00+00,2023/11/05 00:00:00+00,Northeast,Central,Lake, ,Lake Mary,32746,29.143911,-81.641747,Conflict, ,Killed Animal,Cambrian,Yes,Released Off-Site without Workup, ,Female,Adult,250,0, ,0, , , , , , , ,
322180.442400001,681169.5203,15043,Bear-0000021876,2023/11/03 00:00:00+00,2023/11/11 00:00:00+00,Northwest,East Panhandle,Liberty, ,CARRABELLE,32322,30.1354314,-84.8086887,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Female,Juvenile,75,0,0,0, , , , , , , ,
628566.873300001,571895.9412,15044,Bear-0000021832,2023/10/25 00:00:00+00,2023/10/28 00:00:00+00,Northeast,Central,Marion, ,Eustis,32736,29.133858,-81.646694,Preemptive, , ,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,235,0, ,0, , , , , , , ,
626404.765000001,562585.5326,15045,Bear-0000021857,2023/10/23 00:00:00+00,2023/10/27 00:00:00+00,Northeast,Central,Marion, ,Eustis,32736,29.0504,-81.67076,Orphaned, , ,Cambrian,Yes,Released Off-Site without Workup, ,Male,Cub,90,0,0,0, , , , , , , ,
322356.671399999,681460.6093,15046,Bear-0000021818,2023/10/22 00:00:00+00,2023/10/23 00:00:00+00,Northwest,East Panhandle,Liberty, ,EASTPOINT,32328,30.1380642,-84.8068772,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,400,0,0,0, , , , , , , ,
612957.0592,561924.7693,15047,Bear-0000021883,2023/10/21 00:00:00+00,2023/10/28 00:00:00+00,Northeast,Central,Marion, ,Fussels Corner,0,29.04667,-81.8092,Non-target, , ,Cambrian,Yes,Released Off-Site without Workup, ,Female,Adult,200,0, ,0, , , , , , , ,
612966.482799999,561941.5964,15048,Bear-0000021884,2023/10/21 00:00:00+00,2023/11/01 00:00:00+00,Northeast,Central,Marion, ,Fussels Corner,0,29.04682,-81.8091,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,300,0, ,0, , , , , , , ,
629004.991799999,573035.1757,15049,Bear-0000021860,2023/10/19 00:00:00+00,2023/10/28 00:00:00+00,Northeast,Central,Marion, ,DeLand,32720,29.14404,-81.64196,Conflict, ,Injured Animal,Cambrian,Yes,Released Off-Site without Workup, ,Female,Juvenile,100,0, ,0, , , , , , , ,
339266.627500001,684359.9647,15050,Bear-0000021816,2023/10/17 00:00:00+00,2023/10/20 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Carrabelle,32322,30.165073,-84.631305,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Unknown,Cub,30,0,0,0, , , , , , , ,
322155.129500002,681144.0007,15051,Bear-0000021821,2023/10/17 00:00:00+00,2023/10/21 00:00:00+00,Northwest,East Panhandle,Liberty, ,Carrabelle,32322,30.1352,-84.80895,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,400,0, ,0, , , , , , , ,
322357.397700001,681571.6055,15052,Bear-0000021817,2023/10/17 00:00:00+00,2023/10/22 00:00:00+00,Northwest,East Panhandle,Liberty, ,Carrabelle,32322,30.1390642,-84.8068772,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Female,Adult,175,0,0,0, , , , , , , ,
339266.627500001,684359.9647,15053,Bear-0000021815,2023/10/17 00:00:00+00,2023/10/20 00:00:00+00,Northwest,East Panhandle,Wakulla, ,Carrabelle,32322,30.165073,-84.631305,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Unknown,Cub,30,0,0,0, , , , , , , ,
661195.796,550721.4921,15054,Bear-0000021822,2023/10/16 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,Orange City,32763,28.937217,-81.315594,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Female,Adult,300,0,4,0, , , , , , , ,
661195.796,550721.4921,15055,Bear-0000021848,2023/10/16 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,Orange City,32763,28.937217,-81.315594,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,60,0, ,0, , , , , , , ,
661195.796,550721.4921,15056,Bear-0000021847,2023/10/16 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,Orange City,32763,28.937217,-81.315594,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,60,0, ,0, , , , , , , ,
661195.796,550721.4921,15057,Bear-0000021849,2023/10/16 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,Orange City,32763,28.937217,-81.315594,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,60,0, ,0, , , , , , , ,
666604.275899999,560424.4657,15058,Bear-0000021839,2023/10/15 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.0235,-81.25781,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0, ,0, , , , , , , ,
666604.275899999,560424.4657,15059,Bear-0000021840,2023/10/15 00:00:00+00,2023/10/23 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.0235,-81.25781,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0, ,0, , , , , , , ,
672021.031800002,279526.358,15060,Bear-0000022127,2023/10/09 00:00:00+00,2023/10/10 00:00:00+00,South,South,Hendry, ,NAPLES,34104,26.493411,-81.266156,Human Safety Risk, , ,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,230,0, ,0, , , , , , , ,
554014.520399999,723937.8897,15061,Bear-0000022001,2023/10/06 00:00:00+00,2023/12/07 00:00:00+00,North Central,North,Baker, ,Greenville,32331,30.5140427,-82.3937836,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,400,0, ,0, , , , , , , ,
322357.397700001,681571.6055,15062,Bear-0000021808,2023/10/06 00:00:00+00,2023/10/18 00:00:00+00,Northwest,East Panhandle,Liberty, ,Apalachicola,32320,30.1390642,-84.8068772,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,400,0, ,0, , , , , , , ,
609688.292399999,591309.2781,15063,Bear-0000021826,2023/10/06 00:00:00+00,2023/10/15 00:00:00+00,Northeast,Central,Marion, ,Silver Springs,34488,29.31177,-81.83752,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,300,0, ,0, , , , , , , ,
624954.465700001,562570.4403,15064,Bear-0000021795,2023/10/05 00:00:00+00,2023/10/10 00:00:00+00,Northeast,Central,Marion, ,Sorrento,32776,29.05051,-81.68568,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Female,Juvenile,125,0,0,0, , , , , , , ,
322357.397700001,681571.6055,15065,Bear-0000021787,2023/10/05 00:00:00+00,2023/10/07 00:00:00+00,Northwest,East Panhandle,Liberty, ,Carrabelle,32322,30.1390642,-84.8068772,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Female,Adult,150,0,0,0, , , , , , , ,
322357.397700001,681571.6055,15066,Bear-0000021791,2023/10/05 00:00:00+00,2023/10/10 00:00:00+00,Northwest,East Panhandle,Liberty, ,Carrabelle,32322,30.1390642,-84.8068772,Conflict, ,Property Damage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,115,0,0,0, , , , , , , ,
609828.1371,590911.9284,15067,Bear-0000021825,2023/10/04 00:00:00+00,2023/10/06 00:00:00+00,Northeast,Central,Marion, ,Ocklawaha,32179,29.30817,-81.83615,Conflict, ,In Garbage,Cambrian,Yes,Released Off-Site without Workup, ,Male,Adult,180,0, ,0, , , , , , , ,
665702.1675,560708.3374,15068,Bear-0000021802,2023/10/03 00:00:00+00,2023/10/12 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.026236,-81.267021,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0, ,0, , , , , , , ,
665702.1675,560708.3374,15069,Bear-0000021799,2023/10/03 00:00:00+00,2023/10/12 00:00:00+00,Northeast,Central,Volusia, ,DeLand,32724,29.026236,-81.267021,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Unknown,Cub,50,0, ,0, , , , , , , ,
669408.905999999,283811.1385,15070,Bear-0000021811,2023/10/02 00:00:00+00,2023/10/05 00:00:00+00,South,South,Hendry, ,Naples,34114,26.532521,-81.291454,Human Safety Risk, , ,Cambrian,No,Released Off-Site without Workup, ,Male,Adult,225,0, ,0, , , , , , , ,
665229.614500001,551788.3613,15071,Bear-0000021789,2023/10/01 00:00:00+00,2023/10/05 00:00:00+00,Northeast,Central,Volusia, ,ORANGE CITY,32763,28.946025,-81.273908,Preemptive, , ,Cambrian,Yes,Released On-Site without Workup, ,Female,Adult,250,0,2,0, , , , , , , ,
